Date,Value
2016-01-01,2.6969425922042367
2016-01-02,2.6971284920103673
2016-01-03,2.734120527596565
2016-01-04,2.9862611337220226
2016-01-05,2.927819263695717
2016-01-06,3.0134050257108003
2016-01-07,3.0718987816876835
2016-01-08,3.0198987334609804
2016-01-09,2.9093081003786025
2016-01-10,2.813579482943514
2016-01-11,3.0454403458929478
2016-01-12,3.008215737193782
2016-01-13,3.02403916659472
2016-01-14,3.086284138688308
2016-01-15,3.106691376061325
2016-01-16,2.8852167511748057
2016-01-17,2.8079776365109903
2016-01-18,3.014368935012968
2016-01-19,3.039033870420874
2016-01-20,3.0451022930679357
2016-01-21,3.0245873646163184
2016-01-22,2.9550666825993592
2016-01-23,2.8455651316912656
2016-01-24,2.719296290677945
2016-01-25,2.9826157359403958
2016-01-26,3.040585958625845
2016-01-27,3.0595761434555153
2016-01-28,3.0905376570933893
2016-01-29,3.0870347981652255
2016-01-30,2.94538504170904
2016-01-31,2.7385180704526064
2016-02-01,3.0193890356725723
2016-02-02,3.005001408036682
2016-02-03,3.026238892673919
2016-02-04,2.97226536372431
2016-02-05,2.8651353277822125
2016-02-06,2.8183622576387677
2016-02-07,2.6076182387023463
2016-02-08,2.7391072959556473
2016-02-09,2.822311321805294
2016-02-10,2.8769333100025016
2016-02-11,2.8911864656961015
2016-02-12,2.870780541763522
2016-02-13,2.7932570672872075
2016-02-14,2.702078591328721
2016-02-15,2.912510277695109
2016-02-16,3.0100952429703143
2016-02-17,2.9480426561225075
2016-02-18,3.0117188275293048
2016-02-19,2.997340986396668
2016-02-20,2.964517063590502
2016-02-21,2.7800405117131013
2016-02-22,2.887651522088955
2016-02-23,3.0685340656535183
2016-02-24,3.0291273021295337
2016-02-25,3.0488219941687715
2016-02-26,2.906452828887156
2016-02-27,2.820725601538341
2016-02-28,2.6832814749633362
2016-02-29,2.9544537375970608
2016-03-01,2.9531254227217634
2016-03-02,2.9376303930498606
2016-03-03,3.006837886039064
2016-03-04,2.9794967985569163
2016-03-05,2.8834893480794874
2016-03-06,2.736086185388665
2016-03-07,2.965213625716626
2016-03-08,3.0163182599526976
2016-03-09,2.9306004081133077
2016-03-10,3.031188354635815
2016-03-11,3.0837635199327598
2016-03-12,2.9377072989831468
2016-03-13,2.7988798387885283
2016-03-14,3.0947216914513516
2016-03-15,3.077014147862261
2016-03-16,3.0848034506678945
2016-03-17,3.1403310813870178
2016-03-18,3.1357696069657424
2016-03-19,2.9636128569045748
2016-03-20,2.829114366643454
2016-03-21,3.072382527930765
2016-03-22,3.1206238473202754
2016-03-23,3.140722049133883
2016-03-24,2.964844909988002
2016-03-25,2.8582813690691253
2016-03-26,2.828469840557682
2016-03-27,2.710925384473709
2016-03-28,2.9852631939540037
2016-03-29,3.0040803465400345
2016-03-30,3.002136608132959
2016-03-31,3.030147123452896
2016-04-01,2.972625472506159
2016-04-02,2.8680812071930535
2016-04-03,2.7708965114212263
2016-04-04,3.0669685969821927
2016-04-05,3.117521249097331
2016-04-06,3.1066447648226623
2016-04-07,3.0271238829052427
2016-04-08,3.117670936321341
2016-04-09,2.991875793638186
2016-04-10,2.8478234172051304
2016-04-11,3.0856016058867484
2016-04-12,3.141888941081189
2016-04-13,3.118748793761675
2016-04-14,3.072188897399039
2016-04-15,3.0328596564982453
2016-04-16,2.9424084987394856
2016-04-17,2.831165480098972
2016-04-18,3.0708191164382734
2016-04-19,3.1155589886872708
2016-04-20,3.130059745983366
2016-04-21,3.0935882284499523
2016-04-22,3.0048369584992742
2016-04-23,3.013292117812665
2016-04-24,2.783103381837496
2016-04-25,3.0610209557185453
2016-04-26,3.112703987615922
2016-04-27,3.114655121790357
2016-04-28,3.1148394214874178
2016-04-29,3.108917511337428
2016-04-30,3.024455080004739
2016-05-01,2.7018831034996715
2016-05-02,3.0392313263493658
2016-05-03,3.1649334421959594
2016-05-04,3.072010237075055
2016-05-05,2.8867330456987927
2016-05-06,2.8129448647941007
2016-05-07,2.8125674730646426
2016-05-08,2.76505322473373
2016-05-09,3.073709875596437
2016-05-10,3.1372821250583716
2016-05-11,3.0985117502024133
2016-05-12,3.1025338137002296
2016-05-13,3.1060657831083156
2016-05-14,3.0051293424749304
2016-05-15,2.855265765431222
2016-05-16,3.0753301710600858
2016-05-17,3.108518049930105
2016-05-18,3.2307703848068403
2016-05-19,3.3072278580454597
2016-05-20,3.222618723575143
2016-05-21,3.0660686816746527
2016-05-22,2.7647874790645757
2016-05-23,3.0637197889214804
2016-05-24,3.1289749537033393
2016-05-25,3.125093553328925
2016-05-26,3.1716974876574846
2016-05-27,3.069654828327922
2016-05-28,3.0131986307320764
2016-05-29,2.7905094097234895
2016-05-30,3.0275524061972034
2016-05-31,3.0610388053115334
2016-06-01,3.1023145874892424
2016-06-02,3.0938520171516513
2016-06-03,3.1464801167640624
2016-06-04,3.034292844107054
2016-06-05,2.8498062557080144
2016-06-06,3.1662572511856775
2016-06-07,3.217063162634678
2016-06-08,3.2468889848201683
