Date,Value
2016-01-01,2.8462939493649992
2016-01-02,2.7618753510501772
2016-01-03,2.6677366488006897
2016-01-04,2.9678252462641868
2016-01-05,3.030265164577656
2016-01-06,3.019314339071156
2016-01-07,3.0202982689013624
2016-01-08,3.0078180696453254
2016-01-09,2.901158650419508
2016-01-10,2.7452472794819203
2016-01-11,2.989904680110876
2016-01-12,3.0267493356757047
2016-01-13,3.0156966024040193
2016-01-14,3.030842233325905
2016-01-15,3.0213698584554343
2016-01-16,2.897013603678913
2016-01-17,2.7307529827044887
2016-01-18,2.9956513274976566
2016-01-19,3.062437733616414
2016-01-20,3.048518837714387
2016-01-21,3.0175148493356048
2016-01-22,2.97184676408368
2016-01-23,2.8751992680159004
2016-01-24,2.7703568356845865
2016-01-25,3.062093977919572
2016-01-26,3.120037147753205
2016-01-27,3.1107852796825144
2016-01-28,3.097581657568227
2016-01-29,3.0457952252478555
2016-01-30,2.9193757831815494
2016-01-31,2.7794644977215577
2016-02-01,3.0304851517749283
2016-02-02,3.048225079091805
2016-02-03,3.025526503565843
2016-02-04,3.0201527976220257
2016-02-05,2.9553955585113885
2016-02-06,2.7747105572654136
2016-02-07,2.570707440235802
2016-02-08,2.7991595107556724
2016-02-09,2.841984078151873
2016-02-10,2.8490430171205126
2016-02-11,2.872309060053505
2016-02-12,2.8817360679334714
2016-02-13,2.8188544663023714
2016-02-14,2.6962219019587885
2016-02-15,2.929707545759292
2016-02-16,2.9511561384815894
2016-02-17,2.96757434535734
2016-02-18,3.0140610041004297
2016-02-19,3.026852720829033
2016-02-20,2.943780879442311
2016-02-21,2.784323686999997
2016-02-22,2.9924312519988754
2016-02-23,3.0241875705310917
2016-02-24,3.0495158582544035
2016-02-25,3.033746011319156
2016-02-26,2.925766593386164
2016-02-27,2.7706500547150994
2016-02-28,2.6435912323793342
2016-02-29,2.9243020176449916
2016-03-01,2.9745035816026797
2016-03-02,2.977431719791229
2016-03-03,2.996315287824886
2016-03-04,3.001672217631479
2016-03-05,2.9313132871090932
2016-03-06,2.768353038164569
2016-03-07,2.9518193975075095
2016-03-08,2.948821249437011
2016-03-09,2.9580493723749086
2016-03-10,3.004919614558133
2016-03-11,3.033279920794802
2016-03-12,2.9724511399304325
2016-03-13,2.8123750199116344
2016-03-14,3.0281050996345167
2016-03-15,3.0835626860968484
2016-03-16,3.1084991419416306
2016-03-17,3.0911480979215695
2016-03-18,3.0395217068957177
2016-03-19,2.958089268054646
2016-03-20,2.825889857853388
2016-03-21,3.062234848915133
2016-03-22,3.1042240324141805
2016-03-23,3.0985934774124657
2016-03-24,3.047187499855627
2016-03-25,2.9471292981094956
2016-03-26,2.8093627322208
2016-03-27,2.6585021626349494
2016-03-28,2.9354263179527735
2016-03-29,3.02354242361903
2016-03-30,3.035594470651568
2016-03-31,3.0159442611637
2016-04-01,2.9827234629205095
2016-04-02,2.89257394406298
2016-04-03,2.7449995205043263
2016-04-04,3.021708959889064
2016-04-05,3.11264738521595
2016-04-06,3.102085413272886
2016-04-07,3.057841876377973
2016-04-08,3.049450211951232
2016-04-09,3.0140085176071287
2016-04-10,2.8864701653439413
2016-04-11,3.131349739399887
2016-04-12,3.1713585196806626
2016-04-13,3.1235204677131683
2016-04-14,3.0566843050870287
2016-04-15,3.025512795709473
2016-04-16,2.9683323259285075
2016-04-17,2.8351072121960983
2016-04-18,3.0866502307745036
2016-04-19,3.134676741531035
2016-04-20,3.111766886049304
2016-04-21,3.079070470379157
2016-04-22,3.036230575023055
2016-04-23,2.919101275726342
2016-04-24,2.766684965222552
2016-04-25,3.0781229816343587
2016-04-26,3.186070054195015
2016-04-27,3.1725263636437306
2016-04-28,3.1400017744720334
2016-04-29,3.1086025358017824
2016-04-30,2.9732262727090726
2016-05-01,2.7632991635892754
2016-05-02,3.014336352753683
2016-05-03,3.067298543441543
2016-05-04,2.9920049463328797
2016-05-05,2.9163264278212724
2016-05-06,2.913724075908525
2016-05-07,2.882112663018575
2016-05-08,2.775869861296124
2016-05-09,3.0616746682871527
2016-05-10,3.1115528603573352
2016-05-11,3.0755027245049487
2016-05-12,3.074095826345758
2016-05-13,3.099181276283928
2016-05-14,3.0258111658072027
2016-05-15,2.8597263730437983
2016-05-16,3.106325651527626
2016-05-17,3.1538249319034533
2016-05-18,3.1606941821731698
2016-05-19,3.201186333582147
2016-05-20,3.1988198380826636
2016-05-21,3.0511287150662736
2016-05-22,2.848433830662259
2016-05-23,3.0980748699548175
2016-05-24,3.115768230085672
2016-05-25,3.0603507793462987
2016-05-26,3.085770355236321
2016-05-27,3.1404513410911443
2016-05-28,3.0463075683370056
2016-05-29,2.8284885029014375
2016-05-30,3.034532498973794
2016-05-31,3.061363485763091
2016-06-01,3.0607515372268463
2016-06-02,3.1050315027339734
2016-06-03,3.1312537307317023
2016-06-04,3.0339228872080404
2016-06-05,2.8666477269289534
2016-06-06,3.1318212015824716
2016-06-07,3.1962099790507086
2016-06-08,3.2093074380008018
2016-06-09,3.2293106104344678
2016-06-10,3.2071598559065944
2016-06-11,3.0838107566584476
2016-06-12,2.906953624378081
2016-06-13,3.1238457004626197
2016-06-14,3.1090698728502493
2016-06-15,3.0856923988925375
2016-06-16,3.1278913218629323
2016-06-17,3.1267018207939383
2016-06-18,2.989896163100303
2016-06-19,2.8066515214298997
2016-06-20,3.0688628500993906
2016-06-21,3.1247567130613634
2016-06-22,3.1366908385444376
2016-06-23,3.171691909433936
2016-06-24,3.163337551630759
2016-06-25,3.020519808126018
2016-06-26,2.8025594315242075
2016-06-27,3.0307036115498844
2016-06-28,3.1007176007207957
2016-06-29,3.135086019276906
2016-06-30,3.1303033321279687
2016-07-01,3.0431319408235358
2016-07-02,2.8329113268687056
2016-07-03,2.521204583547272
2016-07-04,2.570574063197547
2016-07-05,2.411108330547093
2016-07-06,2.2616868079434145
2016-07-07,2.192357187468723
2016-07-08,2.1960723202162726
2016-07-09,2.222306151093563
2016-07-10,2.2320890108728655
2016-07-11,2.619928695715466
2016-07-12,2.779741150564926
2016-07-13,2.910088650389479
2016-07-14,3.029512994616278
2016-07-15,3.061851335064615
