Date,Value
2016-01-01,2.8951291780851944
2016-01-02,2.865681077812538
2016-01-03,2.765698273469995
2016-01-04,3.0371095695532073
2016-01-05,3.110819388068182
2016-01-06,3.100244136426528
2016-01-07,3.051390763229412
2016-01-08,3.0073609597466544
2016-01-09,2.9015789103402185
2016-01-10,2.709407830147534
2016-01-11,2.9127914144967897
2016-01-12,2.980637723953186
2016-01-13,3.013442005585779
2016-01-14,3.017306205044682
2016-01-15,3.0106363736410424
2016-01-16,2.933821662918749
2016-01-17,2.7788142136644844
2016-01-18,3.0168076700128035
2016-01-19,3.078815694750971
2016-01-20,3.053765672709628
2016-01-21,2.9882165964409286
2016-01-22,2.954506497003525
2016-01-23,2.9013207701761083
2016-01-24,2.778990001494292
2016-01-25,3.021695830678631
2016-01-26,3.069292187024915
2016-01-27,3.0497805029539014
2016-01-28,3.0234010916756073
2016-01-29,3.028713009506304
2016-01-30,2.9748206509010067
2016-01-31,2.816198816454888
2016-02-01,3.030586583711077
2016-02-02,3.0819970416478166
2016-02-03,3.0733625779606815
2016-02-04,3.0194705896466667
2016-02-05,2.9495987797331824
2016-02-06,2.812104166609267
2016-02-07,2.6028204694517076
2016-02-08,2.8040911254585903
2016-02-09,2.8566662331070947
2016-02-10,2.8534657862346258
2016-02-11,2.8316886724848693
2016-02-12,2.8424082504749486
2016-02-13,2.814810913464668
2016-02-14,2.6950750430881216
2016-02-15,2.9381786507540584
2016-02-16,2.99906522576761
2016-02-17,3.0077289494385337
2016-02-18,3.005025166436824
2016-02-19,3.012652054860128
2016-02-20,2.94297830503137
2016-02-21,2.7629827188060836
2016-02-22,2.968323259801665
2016-02-23,3.0202476009180375
2016-02-24,3.016517943387666
2016-02-25,2.9680737368351022
2016-02-26,2.9080833623167788
2016-02-27,2.7969903169602492
2016-02-28,2.627089143350497
2016-02-29,2.8783750212905894
2016-03-01,2.978390584218557
2016-03-02,3.0196075413670784
2016-03-03,3.0304796570667007
2016-03-04,3.0398233552605003
2016-03-05,2.9729864726911375
2016-03-06,2.7841626798374097
2016-03-07,2.9645583871112797
2016-03-08,2.993448364228476
2016-03-09,3.0052549220837075
2016-03-10,3.023222270911938
2016-03-11,3.0365222311062845
2016-03-12,2.9598222526212203
2016-03-13,2.7733929696481714
2016-03-14,2.992748263121682
2016-03-15,3.0738319964892598
2016-03-16,3.101690298352044
2016-03-17,3.0793884715471624
2016-03-18,3.0330586789642124
2016-03-19,2.9346745139401254
2016-03-20,2.7774646590259024
2016-03-21,3.0379385374821153
2016-03-22,3.125004685274343
2016-03-23,3.119872881380526
2016-03-24,3.0542812258035714
2016-03-25,2.9749688793472964
2016-03-26,2.8490845433458416
2016-03-27,2.658345238447946
2016-03-28,2.8928926768703644
2016-03-29,2.987847490825837
2016-03-30,3.033932712810654
2016-03-31,3.0375573945569485
2016-04-01,3.0118398711556544
2016-04-02,2.91542212300496
2016-04-03,2.7457491812881547
2016-04-04,3.0041951259373745
2016-04-05,3.1130423180448252
2016-04-06,3.149554456287009
